eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,capex_int_%,profits_losses_eur_million,profits_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%,
779,Raysearch Laboratories,Sweden,Health care equipment & services,9.5,226.6,14.1,7.1,67.3,0.3,5.0,2.0,3.1,-31.0,21.8,0,15.6,
780,Gefran,Italy,Electronic & electrical equipment,9.5,20.7,139.0,7.9,6.8,7.4,234.9,5.3,12.6,-23.2,9.1,1,-0.4,
781,Mensch und Maschine Software,Germany,Software & computer services,9.5,25.0,191.7,-2.0,4.9,3.7,255.6,1.9,11.9,414.3,6.2,1,3.4,
782,Amsterdam Molecular Therapeutics Amt Holding,The Netherlands,Pharmaceuticals & biotechnology,9.4,-23.2,,,,0.4,265.1,,-19.1,7.1,,0,2.4,
783,Azkoyen,Spain,Industrial engineering,9.4,48.8,122.7,-8.3,7.7,3.1,139.6,2.5,5.0,-140.9,4.0,1,-18.1,
784,Kedrion,Italy,Pharmaceuticals & biotechnology,9.4,21.4,,,,,,,,,,0,,
785,Blinkx,UK,Software & computer services,9.4,74.3,88.4,73.1,10.6,4.6,274.0,5.2,0.9,-80.5,1.0,0,112.7,
786,Global Mobility Holding,The Netherlands,Industrial transportation,9.3,-24.2,7398.1,6.0,0.1,,,,-83.0,83.4,-1.1,6,3.4,
787,Inmarsat,UK,Mobile telecommunications,9.3,172.7,1088.6,20.2,0.9,378.5,246.3,34.8,362.2,1.5,33.3,2,13.9,
788,MITIE,UK,Support services,9.2,57.7,2392.8,8.4,0.4,25.9,-13.2,1.1,121.6,16.6,5.1,64,8.0,
789,Linedata Services,France,Software & computer services,9.2,384.2,137.3,0.8,6.7,,,,25.4,11.2,18.5,1,13.8,
790,Ark Therapeutics,UK,Pharmaceuticals & biotechnology,9.2,-30.7,8.5,132.2,107.7,0.1,-6.4,1.4,-5.3,-74.8,-62.4,0,-41.1,
791,Devro,UK,Food producers,9.1,7.9,272.1,-3.9,3.4,44.4,44.8,16.3,54.0,-20.8,19.8,2,2.7,
792,Renovo,UK,Pharmaceuticals & biotechnology,9.1,-43.7,19.0,-1.8,48.1,,,,0.3,-102.7,1.7,0,-33.9,
793,Dyckerhoff,Germany,Construction & materials,9.1,4.6,1599.6,13.2,0.6,92.8,-48.6,5.8,146.5,442.7,9.2,7,-1.8,
794,Computational Dynamics,UK,Software & computer services,9.1,7.2,68.7,17.5,13.2,,,,3.4,97.7,5.0,0,12.4,
795,Tigenix,Belgium,Pharmaceuticals & biotechnology,9.1,72.7,1.1,84.5,792.5,2.7,39.7,234.7,-22.0,32.3,-1923.7,0,1.4,
796,Wavin,The Netherlands,Construction & materials,9.1,13.5,1327.1,7.8,0.7,,,,34.6,-7.1,2.6,6,-2.4,
797,Enigma Diagnostics,UK,Pharmaceuticals & biotechnology,9.1,255.5,0.2,,4706.8,,,,-24.8,,-12907.5,0,,
798,Hoft & Wessel,Germany,Electronic & electrical equipment,9.0,116.9,88.4,-7.5,10.2,,,,-10.6,-357.9,-11.9,1,2.8,
799,Vislink,UK,Technology hardware & equipment,9.0,-13.0,60.1,-26.1,15.0,0.6,-79.3,1.0,-4.4,-79.3,-7.3,0,-30.1,
800,NicOx,France,Pharmaceuticals & biotechnology,9.0,-67.6,,,,0.1,-87.4,,-17.6,-61.3,,0,-29.9,
801,Perstorp Holding,Sweden,Real Estate Investment & Services,9.0,-44.8,1267.6,-22.4,0.7,,,,65.5,81.9,5.2,2,2.8,
802,Lafuma,France,Personal goods,8.9,0.2,249.4,1.6,3.6,,,,10.8,3181.2,4.3,2,-3.8,
803,Indus Holding,Germany,General industrials,8.9,4.2,1104.7,13.6,0.8,40.9,22.8,3.7,109.5,8.4,9.9,7,11.5,
804,Centrotec Sustainable,Germany,Chemicals,8.9,22.3,537.8,12.1,1.7,22.5,56.9,4.2,25.3,-35.9,4.7,3,4.5,
805,Virbac,France,Pharmaceuticals & biotechnology,8.9,-3.3,623.1,8.8,1.4,37.6,70.3,6.0,88.0,-0.8,14.1,4,10.8,
806,Eyewear Holding,Germany,Support services,8.8,-28.9,169.1,8.8,5.2,,,,15.2,-106.8,9.0,4,-2.6,
807,Hymer,Germany,Automobiles & parts,8.8,161.2,792.5,14.0,1.1,11.3,41.1,1.4,32.7,1018.4,4.1,3,1.7,
808,Sagentia,UK,Support services,8.8,13.4,28.2,13.2,31.1,,,,4.3,42.4,15.4,0,2.0,
809,Net Entertainment NE,Sweden,Software & computer services,8.7,-21.1,47.9,15.9,18.2,2.4,-17.8,5.0,14.5,-5.5,30.2,0,44.7,
810,Head,The Netherlands,Leisure goods,8.7,-2.2,339.1,-1.3,2.6,8.8,34.4,2.6,14.0,-46.0,4.1,2,1.0,
811,Cision,Sweden,Support services,8.6,-9.4,108.8,-14.2,7.9,2.0,8.4,1.8,14.2,2.8,13.0,1,-10.0,
812,Jetter,Germany,Industrial engineering,8.6,19.9,44.0,30.9,19.6,1.3,20.1,2.9,0.4,-713.6,0.9,0,6.2,
813,Tom Tailor,Germany,Personal goods,8.6,6.2,411.7,18.4,2.1,,,,20.8,194.1,5.1,1,42.9,
814,Beazley,UK,Nonlife insurance,8.6,45.7,1061.9,-3.1,0.8,,,,32.0,-82.9,3.0,0,,
815,Adocia,France,Pharmaceuticals & biotechnology,8.6,44.6,1.6,1297.3,552.4,,,,-6.0,32.3,-386.6,0,7.7,
816,IL Sole 24 Ore,Italy,Media,8.6,4.7,467.6,-3.0,1.8,,,,-9.8,-80.3,-2.1,2,-6.7,
817,GlobeOp Financial Services,Luxembourg,Other financials,8.6,22.4,,,,,,,,,,0,,
818,Fashion Chemicals,Germany,Support services,8.5,-4.6,224.7,1.1,3.8,,,,1.4,-68.5,0.6,1,8.2,
819,Korsnﾄs,Sweden,Forestry & paper,8.5,52.0,926.2,0.9,0.9,,,,101.8,-2.1,11.0,2,9.9,
820,Displaylink,UK,Support services,8.4,-6.7,9.0,-19.7,93.6,,,,-7.7,11.6,-85.1,0,-4.5,
821,Evotec,Germany,Pharmaceuticals & biotechnology,8.4,37.9,80.1,45.0,10.5,8.1,232.7,10.2,5.4,521.3,6.8,1,19.9,
822,Patheon,UK,Support services,8.4,7.6,73.6,13.7,11.4,,,,25.8,51.2,35.0,1,-3.5,
823,Laboratorios Farmaceuticos Rovi,Spain,Pharmaceuticals & biotechnology,8.4,-1.0,184.7,16.4,4.6,7.6,70.4,4.1,15.5,-36.6,8.4,1,6.5,
824,Gesco,Germany,Industrial engineering,8.3,23.9,415.4,23.9,2.0,14.9,50.7,3.6,38.5,45.5,9.3,2,7.0,
825,Biotie Therapies,Finland,Pharmaceuticals & biotechnology,8.3,-31.7,1.0,-65.6,820.3,0.1,-71.2,6.3,-41.5,100.3,-4122.1,0,-44.3,
826,Oxford Catalysts,UK,Chemicals,8.2,50.8,5.6,-38.3,145.9,1.0,40.1,18.3,-12.9,31.8,-229.2,0,-4.8,
827,Aurubis,Germany,Industrial metals & mining,8.2,-2.0,13335.8,35.2,0.1,115.8,30.9,0.9,455.4,-4.1,3.4,6,32.1,
828,Elexis,Germany,Industrial engineering,8.2,-12.5,167.4,22.5,4.9,2.4,30.0,1.4,19.6,444.5,11.7,1,10.6,
829,Investment AB Kinnevik,Sweden,Other financials,8.2,55.3,986.2,2.3,0.8,88.9,15.1,9.0,93.1,-94.0,9.4,2,4.6,
830,Ratos,Sweden,Other financials,8.2,23.1,3329.1,7.4,0.2,107.3,86.4,3.2,187.2,9.6,5.6,19,2.2,
831,Glaston,Finland,Industrial engineering,8.1,-16.8,142.7,-4.5,5.7,5.7,30.6,4.0,-1.1,-96.1,-0.8,1,-6.1,
832,Arseus,Belgium,Health care equipment & services,8.1,21.2,492.3,16.1,1.7,,,,46.2,29.7,9.4,2,18.1,
833,Devgen,Belgium,Pharmaceuticals & biotechnology,8.1,-3.9,25.5,22.9,31.9,0.3,-74.8,1.1,-6.3,1.8,-24.7,0,-13.1,
834,Allocate Software,UK,Software & computer services,8.1,70.1,43.8,21.7,18.5,0.6,49.7,1.3,-3.0,-440.4,-6.7,0,37.2,
835,GERRY WEBER International,Germany,Personal goods,8.1,0.9,702.7,13.0,1.2,30.6,28.5,4.4,100.4,21.4,14.3,3,15.9,
836,Aldata Solution,Finland,Software & computer services,8.0,-21.2,68.6,-6.1,11.7,,,,-6.3,-579.4,-9.1,1,-0.8,
837,Amino Technologies,UK,Technology hardware & equipment,8.0,-12.7,61.9,17.8,12.9,0.0,-93.9,0.0,-0.1,-93.3,-0.1,0,-5.6,
838,Indutrade,Sweden,Electronic & electrical equipment,8.0,57.8,897.0,18.5,0.9,16.4,24.8,1.8,92.6,33.1,10.3,4,10.5,
839,Kewill,UK,Software & computer services,7.9,0.0,71.7,6.4,11.1,2.1,44.5,2.9,4.1,28.4,5.7,1,12.7,
840,Sword,France,Software & computer services,7.9,-61.2,156.2,-15.7,5.1,1.2,-63.2,0.8,15.8,-53.2,10.1,1,-11.0,
841,Affitech,Denmark,Pharmaceuticals & biotechnology,7.9,35.9,7.2,2148.2,109.5,0.5,361.0,7.0,-6.6,-27.1,-90.5,0,14.7,
842,Cargobull,Germany,Other financials,7.9,3.4,86.3,7.6,9.2,,,,5.0,59.3,5.8,1,4.2,
843,Bioalliance Pharma,France,Pharmaceuticals & biotechnology,7.9,-7.7,3.2,-85.7,244.6,,,,-14.9,-675.6,-462.4,0,-8.6,
844,Helios,Slovenia,Construction & materials,7.9,-5.2,337.5,12.1,2.3,11.2,-11.2,3.3,8.2,251.8,2.4,2,-15.2,
845,Lombard Medical Technologies,UK,Health care equipment & services,7.9,26.3,4.8,33.4,163.8,0.6,429.2,13.1,-13.6,30.0,-283.4,0,31.3,
846,Novabase,Portugal,Software & computer services,7.8,-22.8,229.6,-2.8,3.4,1.4,-62.6,0.6,4.6,-72.3,2.0,2,5.3,
847,Kassbohrer Gelaendefahrzeug,Germany,Automobiles & parts,7.8,21.9,201.1,1.8,3.9,1.6,17.2,0.8,16.6,29.0,8.3,0,-0.2,
848,Efore,Finland,Electronic & electrical equipment,7.8,5.9,88.1,26.3,8.8,4.3,213.5,4.9,4.4,-7015.6,5.0,1,69.9,
849,Quantel,UK,Electronic & electrical equipment,7.8,12.0,53.7,5.6,14.4,,,,11.9,24.6,22.1,0,-18.4,
850,Actix International,UK,Software & computer services,7.7,67.9,40.4,28.5,19.1,,,,2.6,37.5,6.5,0,33.7,
851,JC Decaux,France,Media,7.7,-8.3,2463.0,4.8,0.3,,,,330.9,14.2,13.4,10,3.6,
852,Intelligent Energy,UK,Electronic & electrical equipment,7.6,52.4,13.7,46.8,55.8,,,,-18.4,56.3,-134.1,0,23.9,
853,Kohler Holdings,UK,Support services,7.6,-4.1,160.6,-2.2,4.8,,,,9.0,-6.1,5.6,1,5.8,
854,Systemair,Sweden,Industrial engineering,7.6,17.2,448.5,15.3,1.7,9.6,3.1,2.1,34.0,-8.5,7.6,3,24.8,
855,Augusta Technologie,Germany,Electronic & electrical equipment,7.6,-6.8,147.2,11.7,5.2,4.8,139.4,3.3,46.8,184.1,31.8,0,-23.2,
856,AB Science,France,Pharmaceuticals & biotechnology,7.6,-5.1,1.1,20.4,687.1,,,,-9.7,1.3,-880.2,0,-1.3,
857,Imerys Minerals,UK,Mining,7.6,118.5,216.2,-23.3,3.5,,,,19.3,24.3,8.9,1,2.5,
858,Trinity Biotech,Ireland,Health care equipment & services,7.5,-6.9,60.2,-13.0,12.5,1.9,6.1,3.1,12.1,14.0,20.2,0,-21.0,
859,Rib Software,Germany,Software & computer services,7.5,15.0,35.1,1.0,21.5,0.9,-4.0,2.4,6.6,-16.8,18.9,0,51.4,
860,GW Pharmaceuticals,UK,Pharmaceuticals & biotechnology,7.5,-10.2,35.4,-3.4,21.3,1.1,105.1,3.0,2.6,-51.9,7.3,0,26.7,
861,Rocksteady Studios,UK,Software & computer services,7.4,39.5,13.6,18.6,54.5,,,,3.7,6.3,27.1,0,15.7,
862,Schuler,Germany,Industrial engineering,7.4,-5.3,958.5,47.4,0.8,8.5,-32.7,0.9,52.6,279.0,5.5,5,4.0,
863,Epigenomics,Germany,Pharmaceuticals & biotechnology,7.4,11.9,1.4,-19.6,515.0,0.3,33.6,22.7,-15.1,28.2,-1051.0,0,-26.5,
864,Urenco,UK,Electricity,7.4,-55.7,942.2,-25.6,0.8,,,,524.7,-11.2,55.7,1,-57.6,
865,Television Francaise 1,France,Media,7.4,23.3,2619.7,-0.1,0.3,,,,424.9,2.4,16.2,4,8.5,
866,BWT,Austria,"Gas, water & multiutilities",7.4,19.4,478.9,3.9,1.5,21.6,106.1,4.5,19.6,-36.9,4.1,3,-1.9,
867,Interpump,Italy,Industrial engineering,7.4,261.7,493.3,16.1,1.5,11.0,61.4,2.2,75.8,38.5,15.4,2,-2.1,
868,STRATEC Biomedical Systems,Germany,Health care equipment & services,7.4,45.5,116.6,14.3,6.3,2.2,-69.8,1.9,21.7,23.4,18.6,1,14.3,
869,Archos,France,Leisure goods,7.4,196.7,171.4,105.8,4.3,,,,8.6,-6010.3,5.0,0,8.2,
870,CompactGTL,UK,Support services,7.4,36.9,0.1,-50.4,10296.6,,,,-18.3,25.6,-25500.0,0,76.0,
871,Visa Europe,UK,Other financials,7.4,-12.5,1025.9,14.2,0.7,,,,242.8,223.6,23.7,1,4.1,
872,Groupe Gorge,France,Industrial engineering,7.3,-52.7,228.8,16.9,3.2,3.9,-22.5,1.7,15.2,18.9,6.7,1,-6.0,
873,Veikkaus,Finland,Travel & leisure,7.3,2.8,1792.7,11.1,0.4,,,,509.8,1.7,28.4,0,-11.0,
874,Carl Bennet,Sweden,Support services,7.3,1.2,849.9,48.2,0.9,,,,61.9,-35.8,7.3,4,15.8,
875,Ricardo,UK,Support services,7.3,-31.5,235.9,13.3,3.1,10.2,54.6,4.3,21.9,101.1,9.3,2,9.7,
876,Fabasoft,Austria,Software & computer services,7.3,-2.6,22.9,8.3,31.7,1.9,-6.4,8.1,0.7,-242.0,3.3,0,3.0,
877,Baywa,Germany,Industrial engineering,7.2,10.2,9585.7,21.3,0.1,205.6,56.2,2.1,123.9,55.2,1.3,16,-5.1,
878,Red Electrica De Espana,Spain,Electricity,7.2,44.0,1637.3,17.2,0.4,932.5,-59.6,57.0,832.5,22.8,50.8,2,4.8,
879,Carl Mahr Holding,Germany,Support services,7.2,-12.3,146.7,30.6,4.9,,,,10.8,-160.0,7.4,1,1.9,
880,PricewaterhouseCoopers,UK,Support services,7.2,2.4,2596.5,-4.6,0.3,,,,814.9,2.7,31.4,17,3.3,
881,Topotarget,Denmark,Pharmaceuticals & biotechnology,7.2,11.3,8.8,-49.2,81.1,0.3,-39.1,3.5,-4.8,-79.2,-53.9,0,-16.0,
882,Wolford,Austria,Personal goods,7.1,2.6,154.1,1.3,4.6,7.3,38.1,4.7,6.7,-3.0,4.3,2,4.5,
883,Magix,Germany,Software & computer services,7.1,12.0,36.1,-2.8,19.7,4.1,24.2,11.3,5.3,-5.8,14.6,0,5.5,
884,Alfmeier,Germany,Automobiles & parts,7.1,10.9,197.5,12.3,3.6,,,,7.2,-17.2,3.6,2,18.6,
885,Stena,Sweden,Travel & leisure,7.1,13.9,2910.1,-1.1,0.2,,,,292.3,-24.7,10.0,10,4.0,
886,Plasma Resources,UK,Health care equipment & services,7.1,,150.0,55.7,4.7,,,,-20.7,-326.9,-13.8,2,58.4,
887,Cosmo Pharmaceuticals,Italy,Pharmaceuticals & biotechnology,7.1,64.7,33.5,4.6,21.1,1.1,2.1,3.3,8.9,85.5,26.6,0,15.2,
888,Anoto,Sweden,Technology hardware & equipment,7.0,-9.0,21.6,-7.7,32.6,0.1,-70.5,0.4,-28.0,228.3,-129.8,0,-13.0,
889,UNIQA,Austria,Nonlife insurance,7.0,10.7,5144.3,-14.2,0.1,,,,-575.7,-476.7,-11.2,15,0.1,
890,Abn Amro,The Netherlands,Banks,7.0,,7670.0,3.8,0.1,,,,680.0,-352.8,8.9,0,,
891,Elisa,Finland,Mobile telecommunications,7.0,-28.6,1530.0,4.6,0.5,188.2,21.3,12.3,292.1,10.1,19.1,4,8.5,
892,Vsm,Sweden,Construction & materials,7.0,20.4,109.2,79.6,6.4,,,,-4.6,-82.8,-4.2,0,-53.6,
893,Basler,Germany,Electronic & electrical equipment,7.0,7.1,55.1,7.9,12.7,6.8,580.8,12.3,5.5,-12.7,10.0,0,8.7,
894,Broomco,UK,Support services,7.0,37.6,69.9,10.9,9.9,,,,7.8,-188.0,11.1,0,-5.8,
895,Schenck Process Holding,Germany,Real Estate Investment & Services,7.0,-12.0,422.7,9.0,1.6,,,,40.2,1.9,9.5,2,1.0,
896,PKC,Finland,Electronic & electrical equipment,6.9,21.4,550.2,74.1,1.3,11.8,6.4,2.2,34.5,17.1,6.3,22,327.2,
897,Xaar,UK,Technology hardware & equipment,6.9,24.2,82.1,25.7,8.4,17.3,122.5,21.0,11.8,95.8,14.4,0,22.3,
898,Dechra Pharmaceuticals,UK,Pharmaceuticals & biotechnology,6.9,-8.2,509.1,9.5,1.3,2.0,28.5,0.4,25.0,-3.8,4.9,1,3.7,
899,Trevi Finanziaria Industriale,Italy,Construction & materials,6.8,-51.2,1030.1,12.9,0.7,,,,72.6,-14.6,7.1,6,3.6,
900,Raisio,Finland,Food producers,6.8,13.3,552.6,24.7,1.2,8.3,-10.8,1.5,30.7,57.4,5.6,1,30.9,
901,Emis,UK,Software & computer services,6.7,9.9,87.5,17.4,7.7,8.0,19.4,9.1,25.7,31.4,29.4,1,9.1,
902,Genfit,France,Pharmaceuticals & biotechnology,6.7,-44.0,6.8,-11.2,99.0,,,,-7.7,1.8,-114.0,0,-1.1,
903,Iliad,France,Software & computer services,6.7,9.3,2122.1,4.1,0.3,,,,525.4,-5.9,24.8,6,29.9,
904,Medigene,Germany,Pharmaceuticals & biotechnology,6.7,-47.4,32.5,-34.5,20.5,0.4,26.5,1.2,6.7,-129.5,20.7,0,-46.4,
905,Cobra Automotive Technologies,Italy,Automobiles & parts,6.7,-27.0,158.1,22.4,4.2,1.6,-64.3,1.0,-11.3,19.1,-7.1,1,21.0,
906,Atoss Software,Germany,Software & computer services,6.7,15.5,31.6,7.7,21.1,0.7,-71.8,2.1,7.3,6.9,23.2,0,10.7,
907,Gunnebo,Sweden,General retailers,6.6,-24.1,576.4,-19.5,1.2,7.3,2.8,1.3,35.8,68.3,6.2,6,-5.4,
908,SYGNIS Pharma,Germany,Pharmaceuticals & biotechnology,6.6,-37.2,0.4,69.0,1838.9,0.0,-88.3,3.3,-19.4,52.1,-5395.6,0,-40.5,
909,Net Insight,Sweden,Technology hardware & equipment,6.6,-17.6,33.0,2.4,19.9,0.4,596.3,1.2,4.8,-0.6,14.5,0,10.1,
910,BDI - Bioenergy International,Austria,Chemicals,6.5,48.2,34.7,-13.1,18.9,2.7,243.7,7.7,3.6,13.4,10.5,0,5.1,
911,Cast,France,Software & computer services,6.5,-29.7,33.7,7.1,19.4,,,,3.3,75.6,9.7,0,1.9,
912,Hypoport,Germany,Other financials,6.5,-6.4,84.4,26.1,7.7,5.3,318.2,6.2,5.9,22.6,7.0,0,8.2,
913,Syntaxin,UK,Pharmaceuticals & biotechnology,6.5,43.4,3.8,70.5,173.1,,,,-9.2,18.5,-245.2,0,17.0,
914,Microgen,UK,Software & computer services,6.5,12.0,46.3,15.2,14.0,,,,11.4,21.5,24.6,0,3.1,
915,ExonHit Therapeutics,France,Pharmaceuticals & biotechnology,6.5,-23.5,5.0,-40.9,130.2,,,,-8.6,23.1,-172.5,0,-21.9,
916,Advanced Business Software And Solutions,UK,Software & computer services,6.4,-5.1,60.1,6.9,10.7,,,,3.3,-7.2,5.5,0,3.4,
917,PV Crystalox Solar,UK,Alternative energy,6.4,-42.3,210.4,-16.7,3.0,21.9,10.0,10.4,-69.0,-299.8,-32.8,0,8.5,
918,Martin Dawes Systems,UK,Software & computer services,6.4,3.6,38.3,2.4,16.7,,,,4.3,2.4,11.1,0,0.0,
919,Analytik Jena,Germany,Health care equipment & services,6.3,-17.2,86.3,7.6,7.3,4.3,-14.8,5.0,5.0,44.4,5.8,1,0.8,
920,L'Occitane,Luxembourg,Personal goods,6.3,24.6,913.4,18.3,0.7,56.3,56.1,6.2,152.3,17.1,16.7,6,18.1,
921,TT Electronics,UK,Electronic & electrical equipment,6.3,-11.7,706.6,-1.4,0.9,25.5,97.2,3.6,40.9,20.4,5.8,6,1.2,
922,Hays,UK,Support services,6.3,-78.8,3890.6,497.7,0.2,10.6,15.3,0.3,141.2,209.5,3.6,7,7.9,
923,Serma Technologies,France,Construction & materials,6.3,27.3,63.3,14.7,10.0,,,,9.3,22.7,14.7,1,,
924,Royal Imtech,The Netherlands,Construction & materials,6.3,142.3,5113.8,14.1,0.1,68.1,68.6,1.3,265.4,9.3,5.2,27,9.3,
925,Advanced Metallurgical,The Netherlands,Construction & materials,6.3,35.1,1044.4,36.4,0.6,40.1,57.5,3.8,53.7,60.7,5.1,0,21.4,
926,Spheros Management Holding,Germany,Support services,6.3,5.9,184.9,11.2,3.4,,,,16.4,54.3,8.9,1,9.8,
927,Update Software,Austria,Software & computer services,6.2,5.7,31.7,14.8,19.7,0.3,20.1,1.1,0.1,-103.6,0.3,0,11.2,
928,Intershop Communications,Germany,Software & computer services,6.2,54.9,49.2,28.5,12.7,0.9,89.1,1.8,2.9,28.7,5.9,0,30.9,
929,TUV SUD,Germany,General retailers,6.2,24.4,1677.7,6.6,0.4,,,,160.1,20.1,9.5,16,7.7,
930,Dixons Retail,UK,General retailers,6.2,2.4,9967.7,2.4,0.1,266.7,17.7,2.7,-212.9,1.2,-2.1,40,0.0,
931,MVV Energie,Germany,"Gas, water & multiutilities",6.2,23.7,3590.5,6.9,0.2,212.5,5.2,5.9,290.0,-6.8,8.1,6,-2.3,
932,Amag Austria Metall,Austria,Industrial metals & mining,6.2,3.2,813.1,11.7,0.8,44.4,1.8,5.5,104.0,8.3,12.8,1,21.0,
933,Faber-Castell,Germany,Support services,6.2,4.9,509.5,21.1,1.2,,,,49.3,-9.9,9.7,7,5.7,
934,First Sensor,Germany,Electronic & electrical equipment,6.2,79.5,65.2,44.1,9.4,10.8,157.0,16.6,1.6,-54.5,2.5,1,112.6,
935,Netia,Poland,Fixed line telecommunications,6.1,-8.5,366.1,-7.5,1.7,59.4,36.9,16.2,68.5,-2.2,18.7,0,,
936,Dialight,UK,Electronic & electrical equipment,6.1,37.5,135.7,14.5,4.5,,,,17.9,34.0,13.2,1,15.4,
937,Neovacs,France,Pharmaceuticals & biotechnology,6.1,-24.0,,,,,,,-10.2,1.7,,0,5.6,
938,Ponsse,Finland,Industrial engineering,6.1,45.5,328.2,25.1,1.9,9.4,95.4,2.9,28.7,33.6,8.7,1,14.7,
939,Mologen,Germany,Health care equipment & services,6.1,41.9,0.1,53.9,4452.6,0.0,-61.7,13.1,-7.6,33.2,-5543.1,0,18.2,
940,Luxfer,UK,Industrial engineering,6.1,34.2,380.8,22.3,1.6,,,,49.1,40.8,12.9,1,1.7,
941,Innovia Films Holding,UK,Chemicals,6.0,5.6,401.1,-2.0,1.5,,,,27.0,-45.6,6.7,1,1.2,
942,Elementis,UK,Chemicals,6.0,-15.2,587.8,9.0,1.0,17.4,43.3,3.0,127.9,62.4,21.8,1,8.8,
943,Aareal Bank,Germany,Banks,6.0,0.0,711.0,16.7,0.8,,,,185.0,38.1,26.0,2,2.6,
944,Cap Gemini,France,Software & computer services,6.0,-14.3,9693.0,11.5,0.1,,,,667.0,36.4,6.9,120,22.7,
945,Kpmg Europe,UK,Support services,6.0,-57.1,3387.9,-22.7,0.2,,,,950.9,78.4,28.1,30,15.6,
946,Postnl,The Netherlands,General retailers,6.0,20.0,4283.0,0.2,0.1,104.0,18.2,2.4,-244.0,-152.1,-5.7,66,-15.1,
947,Aerocrine,Sweden,Health care equipment & services,6.0,-5.5,10.5,10.4,56.9,0.6,-90.4,5.8,-14.9,56.8,-142.5,0,31.5,
948,Bank Ochrony Srodowiska,Poland,Banks,5.9,-24.4,114.3,-1.2,5.2,,,,17.4,-6.1,15.2,2,12.4,
949,Itesoft,France,Software & computer services,5.9,3.5,21.7,7.5,27.2,,,,0.5,10.4,2.3,0,4.6,
950,Jensen,Belgium,Industrial engineering,5.9,13.5,216.2,-4.8,2.7,4.6,174.1,2.1,8.8,-42.9,4.1,1,12.1,
951,Txt E-Solutions,Italy,Software & computer services,5.9,11.3,37.6,-28.6,15.7,0.7,22.9,2.0,0.8,16.9,2.2,0,-27.9,
952,Appsense Holdings,UK,Software & computer services,5.9,17.4,47.5,37.4,12.4,,,,3.8,-17.3,7.9,0,57.3,
953,Vicat,France,Construction & materials,5.9,207.6,2265.5,12.5,0.3,,,,307.3,-8.9,13.6,7,4.9,
954,Infor Farnborough,UK,Software & computer services,5.9,-31.4,19.0,-11.1,30.9,,,,8.2,7.3,43.3,0,-23.1,
955,United Biscuits,Luxembourg,Food producers,5.9,-13.5,,,,,,,,,,0,,
956,Langley,UK,Industrial engineering,5.8,-0.7,500.4,21.4,1.2,,,,73.0,11.3,14.6,2,0.2,
957,Cellnovo,UK,Health care equipment & services,5.8,64.0,,,,,,,-11.4,61.8,,0,,
958,Metrawatt International,Germany,Support services,5.8,-2.6,86.6,7.9,6.7,,,,11.0,-7.5,12.8,1,0.9,
959,Elica,Italy,Household goods & home construction,5.8,-12.7,378.4,2.8,1.5,14.2,28.9,3.8,21.2,2.1,5.6,3,5.9,
960,Opcon,Sweden,Industrial engineering,5.8,254.8,67.6,-1.7,8.6,1.1,-84.7,1.7,-6.1,604.0,-9.0,0,-6.5,
961,B & W,UK,Household goods & home construction,5.8,8.1,130.2,20.5,4.5,,,,15.4,49.1,11.8,1,16.3,
962,RailOne,Germany,General industrials,5.8,-72.6,140.6,-10.9,4.1,,,,-0.7,-111.6,-0.5,1,-0.1,
963,G24 Innovations,UK,Household goods & home construction,5.8,-2.1,1.7,-12.5,332.3,,,,-12.3,2.8,-702.3,0,8.3,
964,VKR Holding,Denmark,Construction & materials,5.8,-36.6,2361.0,4.8,0.2,,,,214.5,-19.6,9.1,15,0.9,
965,Deceuninck,Belgium,Construction & materials,5.8,11.7,536.1,-3.9,1.1,21.8,40.7,4.1,22.1,-10.5,4.1,3,-3.0,
966,Proximagen,UK,Pharmaceuticals & biotechnology,5.8,-21.4,0.3,-78.2,2156.2,,,,-8.8,-7.9,-3298.7,0,10.5,
967,Multiple Sclerosis Society,UK,Health care equipment & services,5.7,26.3,34.6,,16.6,,,,-4.6,,-13.2,0,,
968,Betsson,Sweden,Travel & leisure,5.7,117.5,194.9,8.3,2.9,0.8,-59.1,0.4,61.9,45.0,31.8,0,26.9,
969,Generix,France,Support services,5.7,-29.6,64.3,-2.9,8.9,0.2,-70.7,0.3,-0.3,-90.2,-0.5,1,-10.2,
970,NSC Groupe,France,Industrial engineering,5.7,-10.3,59.7,-24.3,9.6,2.7,90.1,4.6,-1.6,-80.0,-2.7,0,-26.4,
971,Pescanova,Spain,Food producers,5.7,-1.7,1670.7,6.8,0.3,86.7,59.4,5.2,120.7,30.4,7.2,10,10.1,
972,Filtronic,UK,Technology hardware & equipment,5.7,34.9,31.2,68.0,18.3,0.7,-37.4,2.2,-2.0,-74.5,-6.3,0,-4.4,
973,Dematic,Germany,Industrial engineering,5.7,-14.8,71.1,18.7,8.0,,,,-2.0,-72.7,-2.8,0,1.1,
974,Itm Power,UK,Electronic & electrical equipment,5.7,41.4,0.6,5900.2,988.5,0.6,-60.1,99.2,-7.8,-0.9,-1356.9,0,13.8,
