country,rnd_1_year_growth_%,capex_1_year_growth_%,capex_eur_million,capex_int_%,company,employees,employees_1_year_growth_%,eu_rank,industrial_sector,profitability_%,profits_1_year_growth_%,profits_losses_eur_million,rnd_eur_million,rnd_intensity_%,sales_1_year_growth_%,sales_eur_million,year
denmark,16.24,3.14,4.02,,gn store nord,4.64,6.84,205,it hardware (93),9.5,,,46.25,6.2,17.11,746.0,2004
finland,-4.61,5.19,5.88,,kemira,9.71,-7.8,206,chemicals (11),5.1,,,45.5,1.8,-7.49,2533.0,2004
sweden,9.74,1.82,2.29,,alfa laval,9.4,2.24,207,engineering & machinery (26),8.1,,,44.72,2.7,7.73,1659.0,2004
germany,21.0,8.43,5.85,,leoni,26.38,33.18,208,electronic & electrical  (25),5.0,,,44.13,3.54,15.46,1247.0,2004
germany,2.33,6.54,6.57,,heidelbergcement,42.06,11.35,209,construction & building (13),1.6,,,44.0,0.64,8.74,6929.0,2004
sweden,53.82,3.55,3.15,,getinge,6.71,10.78,210,health (44),13.8,,,43.93,3.64,18.93,1206.0,2004
denmark,9.94,3.46,7.09,,william demant,4.49,5.1,211,health (44),23.3,,,43.58,7.54,11.15,578.0,2004
hungary,12.3,,,,gedeon richter,,,212,pharma & biotech (48),25.1,,,43.19,7.13,2.54,606.0,2004
austria,-0.87,15.11,13.51,,telekom austria,13.64,-6.95,213,telecommunication services (67),11.5,,,42.39,1.05,2.17,4056.0,2004
france,3.94,4.05,3.63,,groupe seb,14.36,-2.07,214,household goods & textiles (34),7.4,,,42.2,1.8,-0.38,2339.0,2004
uk,31.33,4.29,7.95,,ttp communications,0.56,13.82,215,it hardware (93),-1.7,,,41.67,47.35,25.71,88.0,2004
denmark,-4.65,3.35,4.15,,borealis,4.94,-1.89,216,chemicals (11),7.1,,,41.0,0.89,26.0,4628.0,2004
finland,-14.58,11.32,4.71,,outokumpu,19.76,2.08,217,steel & other metals (18),7.6,,,41.0,0.57,20.52,7136.0,2004
france,0.0,4.49,5.11,,christian dior,58.68,3.28,218,household goods & textiles (34),15.6,,,41.0,0.31,5.9,13201.0,2004
denmark,49.95,2.81,2.79,,nkt,5.97,21.09,219,electronic & electrical  (25),0.9,,,40.92,3.94,32.57,1038.0,2004
uk,45.22,3.77,4.13,,acambis,0.29,-6.77,220,pharma & biotech (48),25.8,,,40.82,33.74,-49.37,121.0,2004
france,-0.76,4.46,6.23,,burelle,8.48,0.21,221,automobiles & parts (31),2.8,,,40.71,2.0,4.46,2038.0,2004
the netherlands,0.0,3.95,3.54,,csm,13.61,-0.74,222,food producers (43),6.4,,,40.0,1.15,-1.19,3475.0,2004
uk,11.58,8.0,6.82,,skyepharma,0.44,-7.98,223,pharma & biotech (48),-33.3,,,39.5,44.89,17.33,88.0,2004
uk,-1.5,3.52,4.78,,filtronic,3.37,16.45,224,it hardware (93),1.2,,,39.41,11.76,-1.76,335.0,2004
finland,46.47,13.13,4.91,,patria,1.99,-2.17,225,aerospace & defence (21),8.7,,,39.4,11.39,33.59,346.0,2004
uk,38.36,2.11,2.95,,meggitt,4.42,27.05,226,aerospace & defence (21),14.2,,,39.06,5.77,19.19,677.0,2004
uk,7.0,3.17,3.89,,aegis,10.15,20.31,227,media & entertainment (54),9.6,,,38.99,3.7,15.17,1055.0,2004
denmark,39.57,5.14,3.48,,vestas wind systems,,,228,electronic & electrical  (25),-0.4,,,38.8,1.52,54.93,2561.0,2004
italy,2.11,,5.8,,immsi,6.6,40.46,229,automobiles & parts (31),4.3,,,38.7,3.4,748.51,1137.0,2004
germany,-8.07,2.35,1.24,,gildemeister,5.12,1.37,230,engineering & machinery (26),4.0,,,38.16,3.63,7.57,1052.0,2004
germany,15.11,11.42,9.54,,jungheinrich,9.01,-1.87,231,engineering & machinery (26),4.8,,,38.1,2.49,4.08,1531.0,2004
uk,-5.01,3.2,3.16,,imi,17.06,1.6,232,engineering & machinery (26),6.8,,,37.57,1.65,2.43,2276.0,2004
the netherlands,75.19,,,,euronext,2.51,-7.89,233,other financials (87),25.9,,,37.56,4.23,-9.03,887.0,2004
italy,13.85,3.48,3.89,,recordati,1.8,-16.81,234,pharma & biotech (48),17.5,,,37.31,7.65,0.0,488.0,2004
uk,-12.36,2.92,2.73,,novar,13.41,-0.5,235,construction & building (13),2.9,,,37.01,1.77,3.36,2089.0,2004
finland,2.78,4.94,12.06,,metsaliitto,29.52,-1.83,236,forestry & paper (15),0.1,,,37.0,0.43,2.84,8554.0,2004
germany,23.41,2.04,2.61,,puma,3.48,22.97,237,household goods & textiles (34),23.9,,,36.9,2.41,20.09,1530.0,2004
uk,-10.33,6.06,4.76,,pilkington,24.1,-2.43,238,construction & building (13),9.2,,,36.73,1.09,-1.89,3382.0,2004
spain,-28.33,13.51,3.8,,zeltia,0.53,-9.83,239,pharma & biotech (48),-7.3,,,36.71,46.47,6.76,79.0,2004
sweden,11.84,3.74,4.01,,haldex,4.32,7.44,240,automobiles & parts (31),4.6,,,36.65,4.9,11.98,748.0,2004
denmark,,,,,danske bank,15.71,-4.14,241,banks (81),50.0,,,36.57,1.01,-0.47,3623.0,2004
slovenia,14.29,21.04,16.91,,krka,4.68,5.74,242,pharma & biotech (48),15.4,,,34.95,7.39,17.08,473.0,2004
france,18.03,2.76,2.44,,vilmorin clause,3.03,8.72,243,food producers (43),9.5,,,34.7,7.05,13.1,492.0,2004
sweden,8.26,1.13,1.15,,ibs,1.92,-2.45,244,software & computer services (97),1.6,,,34.6,13.21,-1.5,262.0,2004
uk,-24.77,2.98,2.57,,cookson,16.26,-1.27,245,engineering & machinery (26),2.8,,,34.32,1.47,0.78,2335.0,2004
germany,-23.09,6.7,7.24,,rag,93.66,17.58,246,diversified industrials (24),-21.0,,,34.3,0.22,22.79,15796.0,2004
france,-0.17,2.53,1.41,,ingenico,1.44,-18.53,247,electronic & electrical  (25),0.9,,,34.24,8.02,19.94,427.0,2004
france,3.66,7.06,6.48,,neopost,4.63,2.01,248,electronic & electrical  (25),22.7,,,34.0,4.5,0.67,756.0,2004
uk,-73.59,4.76,2.46,,phoenix venture,6.52,-1.17,249,automobiles & parts (31),-5.1,,,33.76,1.43,-3.95,2361.0,2004
spain,58.67,13.42,16.22,,auna,4.58,-8.16,250,telecommunication services (67),7.2,,,33.59,0.8,11.18,4217.0,2004
france,24.54,5.88,6.2,,compagnie generale de geophysique,3.67,15.2,251,oil & gas (7),4.4,,,33.5,4.83,13.24,693.0,2004
uk,7.58,9.4,5.64,,lastminute.com,2.22,81.37,252,general retailers (52),-16.9,,,33.37,5.37,133.46,621.0,2004
france,-0.3,2.59,2.31,,technip,19.0,0.0,253,oil & gas (7),2.4,,,33.2,0.65,9.13,5141.0,2004
uk,15.41,17.69,14.4,,anglo american,209.0,8.29,254,mining (4),17.7,,,33.11,0.18,33.76,18341.0,2004
the netherlands,3.13,2.44,5.17,,numico,10.9,-58.41,255,food producers (43),18.5,,,33.0,1.92,-45.35,1722.0,2004
sweden,-1.3,12.77,2.15,,micronic laser systems,0.36,15.06,256,it hardware (93),15.2,,,32.55,35.0,97.87,93.0,2004
germany,-1.69,0.75,0.89,,duerr,13.08,0.94,257,engineering & machinery (26),1.6,,,32.51,1.52,-5.7,2136.0,2004
uk,31.37,4.86,4.47,,jcb service,4.23,2.1,258,engineering & machinery (26),1.5,,,31.95,2.51,10.49,1274.0,2004
uk,6.08,4.04,5.27,,boots,69.63,1.05,259,general retailers (52),9.2,,,31.92,0.41,2.7,7725.0,2004
sweden,-10.81,5.46,22.54,,biovitrum,0.58,3.76,260,pharma & biotech (48),-12.5,,,31.92,44.96,-61.2,71.0,2004
germany,1.27,1.66,1.39,,jenoptik,10.05,-0.13,261,engineering & machinery (26),1.1,,,31.79,1.26,27.3,2523.0,2004
finland,1.95,1.63,1.42,,amer (now amer sports),4.17,2.08,262,household goods & textiles (34),9.6,,,31.3,2.96,-4.08,1059.0,2004
france,6.46,0.76,1.75,,sopra,7.5,23.76,263,software & computer services (97),6.2,,,31.3,4.98,19.81,629.0,2004
germany,5.89,10.17,9.59,,beru,2.66,-1.11,264,automobiles & parts (31),13.3,,,31.28,8.1,9.04,386.0,2004
italy,-3.43,5.45,5.54,,zambon,2.35,-2.93,265,pharma & biotech (48),6.3,,,31.0,7.16,-5.66,433.0,2004
germany,6.19,5.5,5.45,,sud-chemie,5.06,2.26,266,chemicals (11),5.7,,,30.9,3.58,12.98,862.0,2004
germany,47.37,2.82,3.31,,tui,62.67,-7.27,267,leisure & hotels (53),4.6,,,30.8,0.17,-6.08,18046.0,2004
uk,4.34,5.78,2.98,,tioxide,6.02,-7.73,268,chemicals (11),1.1,,,30.54,1.05,19.76,2921.0,2004
uk,-21.23,1.28,1.18,,pace micro technology,0.6,-21.52,269,household goods & textiles (34),1.7,,,30.13,8.89,44.26,339.0,2004
germany,8.05,2.04,1.92,,sartorius,3.71,-0.08,270,pharma & biotech (48),6.5,,,29.66,6.34,5.88,468.0,2004
greece,-46.15,1.87,,,intracom,,,271,it hardware (93),9.4,,,29.08,4.69,-3.28,620.0,2004
uk,-4.97,6.45,10.34,,dialog semiconductor,0.28,2.93,272,it hardware (93),-5.7,,,29.07,25.06,24.73,116.0,2004
germany,8.06,2.62,2.67,,kontron,1.8,17.54,273,it hardware (93),6.7,,,28.43,10.85,14.41,262.0,2004
sweden,-4.84,1.93,0.83,,industrial and financial systems,2.66,-6.5,274,software & computer services (97),-9.6,,,28.34,11.76,-6.95,241.0,2004
belgium,2.92,6.03,8.47,,tessenderlo,8.33,2.07,275,chemicals (11),3.6,,,28.2,1.36,5.38,2078.0,2004
belgium,10.43,4.62,4.23,,innogenetics,0.59,-0.34,276,pharma & biotech (48),-20.8,,,28.06,39.52,9.23,71.0,2004
germany,86.43,,7.69,,gpc biotech,0.17,-12.31,277,pharma & biotech (48),-335.6,,,27.61,212.38,-38.1,13.0,2004
finland,-16.11,5.72,7.33,,ahlstrom,6.12,-6.35,278,chemicals (11),2.8,,,27.6,1.76,0.77,1568.0,2004
germany,6.15,5.07,10.21,,sudzucker,17.49,-2.67,279,food producers (43),11.0,,,27.6,0.57,5.51,4827.0,2004
denmark,-1.44,10.24,8.95,,coloplast,6.09,5.39,280,health (44),16.3,,,27.29,3.34,7.09,816.0,2004
germany,-37.66,5.03,4.2,,phoenix,8.82,-9.28,281,automobiles & parts (31),5.1,,,27.18,2.66,-11.27,1023.0,2004
uk,19.53,6.82,6.98,,imagination technologies,0.3,10.99,282,it hardware (93),-25.0,,,27.18,63.21,-2.27,43.0,2004
uk,-38.59,5.56,4.76,,vernalis,0.13,-37.91,283,pharma & biotech (48),-202.8,,,27.13,129.19,16.67,21.0,2004
france,22.73,5.87,9.45,,eramet,13.61,7.41,284,steel & other metals (18),-3.3,,,27.0,1.36,-2.64,1990.0,2004
the netherlands,59.99,3.38,0.72,,delft instruments,1.2,5.55,285,engineering & machinery (26),8.7,,,26.91,9.65,17.72,279.0,2004
uk,11.79,4.11,4.03,,tate & lyle,6.69,0.62,286,food producers (43),6.9,,,26.84,0.63,4.41,4239.0,2004
uk,-10.03,6.53,12.79,,bbc,27.26,-1.33,287,media & entertainment (54),-5.5,,,26.56,0.49,3.48,5417.0,2004
sweden,-15.69,,,,active biotech,0.15,-15.64,288,pharma & biotech (48),-291.2,,,26.49,331.13,,8.0,2004
the netherlands,-1.5,3.78,3.93,,campina,7.1,2.29,289,food producers (43),0.4,,,26.2,0.74,-2.63,3559.0,2004
sweden,102.65,8.95,10.75,,lk,3.48,1.43,290,mining (4),21.8,,,26.02,2.62,20.31,995.0,2004
france,74.8,10.53,24.39,,flamel technologies,0.22,28.74,291,pharma & biotech (48),15.9,,,26.01,63.44,115.79,41.0,2004
finland,-25.71,7.12,5.69,,fortum,12.86,-3.63,292,oil & gas (7),16.1,,,26.0,0.22,2.4,11665.0,2004
uk,44.06,1.9,1.35,,isoft,2.55,90.28,293,software & computer services (97),18.5,,,25.83,6.98,75.36,370.0,2004
uk,12.51,1.34,2.26,,henlys,2.86,-3.41,294,engineering & machinery (26),-7.8,,,25.73,5.81,-34.27,443.0,2004
the netherlands,15.54,5.41,3.21,,qiagen,1.32,-14.87,295,pharma & biotech (48),21.8,,,25.13,8.98,8.11,280.0,2004
the netherlands,4.15,2.42,2.23,,nutreco,12.62,-4.31,296,food producers (43),3.1,,,25.1,0.65,5.01,3858.0,2004
sweden,19.6,1.3,2.8,,elekta,1.14,12.36,297,health (44),10.9,,,25.02,7.79,4.22,321.0,2004
france,-17.92,4.85,4.47,,societe bic,8.65,-0.64,298,household goods & textiles (34),11.5,,,24.74,1.78,1.91,1386.0,2004
france,6.71,1.71,2.39,,mgi coutier,4.4,1.69,299,automobiles & parts (31),5.2,,,24.65,5.35,-1.71,461.0,2004
germany,2.08,3.14,2.13,,ksb,12.52,2.0,300,engineering & machinery (26),2.0,,,24.5,1.93,7.56,1267.0,2004
uk,20.19,7.52,2.48,,dunlop standard aerospace,3.96,-0.05,301,aerospace & defence (21),12.8,,,24.41,3.78,1.1,645.0,2004
uk,10.55,12.22,10.55,,renishaw,1.87,11.08,302,electronic & electrical  (25),18.7,,,24.21,11.11,21.11,218.0,2004
the netherlands,4.35,12.63,14.56,,kpn,28.91,-7.54,303,telecommunication services (67),20.4,,,24.0,0.2,-1.17,11731.0,2004
france,0.0,5.33,7.66,,guerbet,1.14,1.69,304,pharma & biotech (48),12.4,,,24.0,9.68,10.22,248.0,2004
uk,-21.14,4.98,3.19,,de la rue,6.52,-4.75,305,support services (58),5.9,,,23.73,2.61,-5.71,909.0,2004
the netherlands,8.92,1.37,1.09,,unit 4 agresso,1.68,18.94,306,software & computer services (97),7.2,,,23.68,8.58,26.03,276.0,2004
sweden,-13.44,3.72,4.89,,nolato,2.7,14.75,307,chemicals (11),8.1,,,23.58,8.86,-10.14,266.0,2004
germany,44.57,2.2,1.36,,singulus technologies,0.71,18.03,308,engineering & machinery (26),16.6,,,23.55,5.35,21.21,440.0,2004
germany,12.23,1.48,0.86,,stada arzneimittel,2.59,4.91,309,pharma & biotech (48),10.3,,,23.31,2.86,9.26,814.0,2004
france,76.92,3.77,3.45,,la poste,309.29,-1.93,310,support services (58),3.3,,,23.0,0.12,3.74,18677.0,2004
france,-24.47,1.51,2.19,,actielec technologies,1.87,0.0,311,electronic & electrical  (25),2.9,,,22.81,10.0,14.57,228.0,2004
france,23.37,4.36,7.62,,imerys,14.09,2.07,312,construction & building (13),12.3,,,22.7,0.79,5.28,2873.0,2004
france,16.06,2.65,2.05,,bollore investissement,32.81,-1.8,313,transport (59),1.1,,,22.4,0.4,4.01,5608.0,2004
finland,5.69,6.88,2.21,,vaisala,1.09,-4.29,314,electronic & electrical  (25),13.2,,,22.3,12.32,-4.23,181.0,2004
germany,12.69,10.79,9.03,,elringklinger,3.12,2.19,315,automobiles & parts (31),15.6,,,22.2,4.89,8.87,454.0,2004
germany,-7.98,16.53,18.88,,elmos semiconductor,0.93,6.18,316,it hardware (93),20.0,,,22.02,15.4,18.18,143.0,2004
uk,22.25,2.49,1.55,,ultra electronics,2.68,6.91,317,aerospace & defence (21),11.5,,,21.87,4.84,12.44,452.0,2004
denmark,1.41,6.61,8.46,,rockwool international,7.39,1.26,318,construction & building (13),7.3,,,21.64,1.76,11.22,1229.0,2004
germany,-5.31,1.73,1.92,,fuchs petrolub,4.22,0.79,319,chemicals (11),7.6,,,21.4,1.95,5.28,1096.0,2004
denmark,-7.59,3.66,2.1,,auriga industries,3.0,0.13,320,chemicals (11),12.8,,,21.2,2.97,18.8,714.0,2004
austria,-17.12,1.55,1.76,,andritz,5.31,15.6,321,engineering & machinery (26),4.8,,,21.11,1.43,20.9,1481.0,2004
uk,-21.82,11.59,7.41,,btg,0.15,-9.88,322,support services (58),-99.5,,,21.1,39.07,-21.74,54.0,2004
uk,7.38,5.61,1.57,,galen (now warner chilcott),1.05,-33.86,323,pharma & biotech (48),28.5,,,21.1,6.64,11.58,318.0,2004
uk,36.29,2.7,2.72,,systems union,1.25,47.29,324,software & computer services (97),4.7,,,21.03,14.31,32.43,147.0,2004
uk,25.25,2.71,4.09,,dyson technology (now dyson james),1.42,-15.12,325,household goods & textiles (34),14.1,,,20.88,5.34,17.77,391.0,2004
spain,3.89,2.45,2.55,,abengoa,9.32,5.57,326,diversified industrials (24),5.8,,,20.81,1.23,3.18,1687.0,2004
sweden,-8.33,4.61,5.0,,seco tools,3.89,-1.27,327,engineering & machinery (26),18.7,,,20.81,4.34,10.6,480.0,2004
uk,24.02,2.3,4.3,,rm,1.88,21.36,328,software & computer services (97),2.2,,,20.55,5.52,22.37,372.0,2004
uk,54.26,3.6,2.98,,ams (now bae systems integrated system),4.09,-6.32,329,aerospace & defence (21),5.2,,,20.47,3.05,-3.31,671.0,2004
france,1.84,3.71,2.45,,clarins,5.46,3.96,330,personal care & household (47),13.0,,,20.47,2.18,5.62,939.0,2004
sweden,19.57,16.42,14.29,,q-med,0.5,18.14,331,pharma & biotech (48),-3.8,,,20.22,22.22,35.82,91.0,2004
finland,1.0,3.06,2.07,,dynea international,3.14,-0.63,332,chemicals (11),3.4,,,20.2,1.9,8.78,1065.0,2004
uk,8.31,1.46,2.16,,enodis,6.05,-0.41,333,engineering & machinery (26),6.4,,,20.2,2.18,-3.44,927.0,2004
uk,-5.26,9.09,16.67,,xenova,0.09,-11.43,334,pharma & biotech (48),-324.8,,,20.17,336.17,-45.45,6.0,2004
uk,64.51,8.0,3.23,,csr,0.25,33.33,335,it hardware (93),23.3,,,20.07,10.79,272.0,186.0,2004
italy,11.11,4.68,5.16,,compagnie industriali riunite,10.32,-0.45,336,diversified industrials (24),12.8,,,20.0,0.65,7.82,3061.0,2004
italy,-52.38,12.52,10.25,,enel,62.22,-7.42,337,electricity (72),13.1,,,20.0,0.06,18.63,34329.0,2004
belgium,9.18,7.43,6.35,,recticel,11.03,38.46,338,chemicals (11),2.6,,,19.98,1.57,3.07,1276.0,2004
finland,59.68,17.91,78.71,,pohjolan voima,0.87,1.04,339,electricity (72),-0.3,,,19.8,2.97,1.21,667.0,2004
italy,,,0.88,,same deutz-fahr,2.54,,340,engineering & machinery (26),3.6,,,19.8,2.19,,905.0,2004
uk,-6.65,15.4,,,british energy,5.17,-34.64,341,electricity (72),23.9,,,19.78,0.92,-20.35,2141.0,2004
hungary,-1.69,,,,egis pharmaceuticals,,,342,pharma & biotech (48),8.1,,,19.74,5.58,8.26,354.0,2004
uk,9.94,,,,gw pharmaceuticals,0.13,8.47,343,pharma & biotech (48),,,,19.69,,-100.0,0.0,2004
sweden,-16.83,0.96,1.74,,telelogic,0.67,-1.17,344,software & computer services (97),15.8,,,19.57,17.02,10.58,115.0,2004
spain,,,2.45,,faes farma,0.75,,345,pharma & biotech (48),12.3,,,19.53,11.98,,163.0,2004
austria,21.88,4.54,5.47,,rhi,7.81,-0.37,346,construction & building (13),10.4,,,19.5,1.5,5.19,1297.0,2004
finland,-12.95,6.63,4.37,,finland post,23.54,-0.2,347,support services (58),6.8,,,19.5,1.58,7.77,1235.0,2004
denmark,29.42,4.39,2.68,,fls industries (now flsmidth),5.67,-44.63,348,engineering & machinery (26),0.3,,,19.49,0.98,-1.3,1979.0,2004
denmark,85.18,2.33,2.44,,thrane & thrane,0.65,60.34,349,electronic & electrical  (25),11.5,,,19.37,15.75,43.02,123.0,2004
luxembourg,330.96,4.32,3.94,,tenaris,16.45,14.29,350,oil & gas (7),24.3,,,19.35,0.64,30.1,3043.0,2004
germany,-8.13,3.15,4.0,,sgl carbon,5.23,-26.13,351,electronic & electrical  (25),4.8,,,19.2,2.07,-11.47,926.0,2004
sweden,40.38,3.51,1.82,,biacore international,0.34,1.79,352,health (44),-1.1,,,19.19,34.89,-3.51,55.0,2004
sweden,22.84,2.29,2.95,,hexagon,5.94,9.89,353,engineering & machinery (26),7.2,,,19.04,2.08,16.28,914.0,2004
sweden,89.95,6.43,8.56,,boliden,4.48,14.96,354,mining (4),9.4,,,18.71,0.94,87.8,1985.0,2004
germany,36.27,9.09,20.93,,web de,0.46,38.6,355,software & computer services (97),-15.1,,,18.71,43.51,30.3,43.0,2004
austria,-17.69,8.73,5.75,,omv,6.23,2.31,356,oil & gas (7),9.0,,,18.7,0.19,29.25,9880.0,2004
uk,-9.61,38.95,35.36,,urenco,1.9,3.54,357,support services (58),35.4,,,18.52,2.62,2.76,707.0,2004
germany,0.93,8.56,6.42,,biotest,1.03,-5.79,358,pharma & biotech (48),8.4,,,18.52,8.5,-1.8,218.0,2004
uk,4.76,1.17,1.95,,oxford instruments,1.58,2.86,359,electronic & electrical  (25),0.2,,,18.5,7.2,0.0,257.0,2004
france,4.61,3.26,4.66,,oberthur card systems,2.94,2.01,360,electronic & electrical  (25),7.4,,,18.39,4.08,4.88,451.0,2004
uk,-18.76,5.39,5.93,,rexam,22.3,2.29,361,support services (58),9.0,,,18.36,0.42,-1.0,4352.0,2004
germany,60.74,3.57,8.91,,beta systems software,0.86,134.78,362,software & computer services (97),3.9,,,18.34,18.16,80.36,101.0,2004
france,2.7,33.33,,,transgene,0.17,1.2,363,pharma & biotech (48),-862.4,,,18.24,608.0,0.0,3.0,2004
uk,18.22,11.11,27.27,,ml laboratories (now innovata),0.12,-25.81,364,pharma & biotech (48),-152.4,,,18.23,165.73,22.22,11.0,2004
finland,12.5,1.17,0.69,,yit,21.88,34.99,365,support services (58),4.4,,,18.0,0.59,26.9,3033.0,2004
finland,27.86,5.46,4.45,,huhtamaki,15.65,-1.29,366,support services (58),4.8,,,17.9,0.86,-0.76,2092.0,2004
sweden,20.15,3.17,3.53,,cardo,5.95,-4.13,367,engineering & machinery (26),4.1,,,17.83,2.1,0.0,851.0,2004
uk,-6.87,2.27,2.44,,london bridge software,0.74,-6.94,368,software & computer services (97),0.6,,,17.77,21.67,-6.82,82.0,2004
germany,23.77,4.4,2.86,,aixtron,0.42,1.46,369,it hardware (93),5.8,,,17.6,12.57,53.85,140.0,2004
uk,,,,,ardana bioscience (now ardana),0.02,33.33,370,pharma & biotech (48),-17352.4,,,17.57,,-100.0,0.0,2004
uk,-1.73,2.75,3.14,,psion,1.0,4.92,371,it hardware (93),-14.1,,,17.56,9.19,4.95,191.0,2004
germany,43.35,3.91,3.21,,funkwerk,1.22,34.69,372,support services (58),9.1,,,17.46,7.01,39.11,249.0,2004
austria,91.76,,,,jowood productions software,0.18,17.95,373,software & computer services (97),-95.1,,,17.22,101.29,-26.09,17.0,2004
germany,-61.0,0.94,0.83,,heraeus,9.6,2.9,374,steel & other metals (18),2.0,,,17.2,0.21,12.49,8338.0,2004
italy,-5.93,5.2,2.2,,ima industria macchine automatiche,2.48,3.33,375,engineering & machinery (26),8.8,,,17.13,4.72,4.91,363.0,2004
france,34.7,,1.72,,esi,0.49,,376,software & computer services (97),-3.3,,,17.12,29.52,18.37,58.0,2004
austria,11.4,18.81,6.89,,lenzing,4.76,62.5,377,chemicals (11),12.3,,,17.0,1.95,40.03,871.0,2004
finland,0.0,3.32,2.86,,rautaruukki,12.27,-3.98,378,steel & other metals (18),13.1,,,17.0,0.48,20.86,3569.0,2004
the netherlands,0.0,3.26,2.85,,hunter douglas,16.07,0.96,379,household goods & textiles (34),10.5,,,17.0,0.99,3.93,1720.0,2004
finland,-29.17,10.99,10.77,,elisa,5.59,-22.06,380,telecommunication services (67),14.7,,,17.0,1.25,-11.83,1356.0,2004
belgium,42.62,8.21,7.19,,melexis,0.64,16.91,381,it hardware (93),18.9,,,17.0,11.11,14.18,153.0,2004
uk,0.0,17.65,23.66,,rio tinto,33.04,13.77,382,mining (4),25.6,,,16.92,0.2,22.93,8346.0,2004
sweden,-12.55,,,,anoto,0.13,-27.47,383,it hardware (93),-75.6,,,16.86,105.38,-23.81,16.0,2004
uk,26.58,5.16,4.17,,bba,12.62,-0.41,384,transport (59),6.8,,,16.81,0.87,3.35,1942.0,2004
france,20.75,1.47,1.32,,ilog,0.63,4.98,385,software & computer services (97),1.5,,,16.76,22.05,11.76,76.0,2004
uk,,,0.95,,torex retail,1.0,,386,software & computer services (97),13.2,,,16.75,15.95,,105.0,2004
poland,15.25,19.01,13.05,,telekomunikacja polska,36.59,-17.94,387,telecommunication services (67),18.6,,,16.7,0.37,1.51,4560.0,2004
uk,4.66,3.39,3.07,,halma,3.0,2.63,388,engineering & machinery (26),15.0,,,16.62,3.93,2.42,423.0,2004
uk,-25.47,3.67,5.07,,morgan crucible,12.79,-8.78,389,engineering & machinery (26),-1.5,,,16.53,1.47,-6.33,1124.0,2004
denmark,92.63,5.88,118.18,,bavarian nordic,0.12,42.68,390,pharma & biotech (48),-52.2,,,16.47,74.86,-67.65,22.0,2004
belgium,-7.5,2.12,1.68,,spector photo,1.71,5.1,391,media & entertainment (54),0.7,,,16.41,4.58,-5.04,358.0,2004
belgium,2.0,3.54,4.29,,aliaxis,11.61,-3.64,392,construction & building (13),9.5,,,16.33,0.97,4.22,1680.0,2004
germany,25.06,10.96,10.17,,wet automotive systems,3.23,33.84,393,automobiles & parts (31),16.0,,,16.32,9.22,21.23,177.0,2004
uk,-21.56,,,,nsb,0.74,-22.47,394,software & computer services (97),-19.6,,,16.3,25.47,-29.67,64.0,2004
uk,14.13,4.17,5.15,,intec telecom systems,0.69,29.87,395,software & computer services (97),-1.9,,,16.24,16.74,34.72,97.0,2004
uk,31.18,75.0,25.0,,astex technology (now astex therapeutics),0.1,11.96,396,pharma & biotech (48),-365.2,,,16.07,401.75,0.0,4.0,2004
austria,4.17,5.2,3.77,,bohler-uddeholm,11.71,15.31,397,steel & other metals (18),9.7,,,16.0,0.83,28.93,1934.0,2004
finland,0.0,3.33,3.26,,uponor,4.68,-5.6,398,engineering & machinery (26),8.8,,,16.0,1.49,5.09,1073.0,2004
the netherlands,-20.29,60.0,11.11,,crucell,0.21,15.38,399,pharma & biotech (48),-150.0,,,15.99,88.83,260.0,18.0,2004
the netherlands,-4.45,7.62,,,james hardie industries,3.12,1.59,400,construction & building (13),16.1,,,15.89,1.78,23.41,891.0,2004
uk,63.57,3.7,2.47,,aveva,0.47,45.4,401,software & computer services (97),10.0,,,15.85,19.57,50.0,81.0,2004
denmark,24.31,1.49,1.22,,simcorp,0.52,-1.33,402,software & computer services (97),20.2,,,15.8,19.27,22.39,82.0,2004
austria,17.93,,33.33,,intercell,0.14,16.67,403,pharma & biotech (48),-601.5,,,15.72,524.0,200.0,3.0,2004
uk,-22.91,5.91,5.23,,wagon,5.32,-5.64,404,automobiles & parts (31),2.8,,,15.68,2.28,9.9,688.0,2004
uk,-26.66,4.21,3.57,,diageo,23.72,-39.11,405,beverages (41),25.4,,,15.54,0.12,-5.81,12559.0,2004
germany,13.97,,,,gerling-konzern versicherungs,7.76,-23.56,406,insurance (83),7.6,,,15.5,0.37,-15.43,4172.0,2004
uk,25.6,4.38,4.15,,tt electronics,8.72,7.71,407,electronic & electrical  (25),4.9,,,15.26,1.81,11.94,844.0,2004
czech republic,,65.53,10.48,,cez,17.86,-1.35,408,electricity (72),22.8,,,15.06,0.46,18.11,3300.0,2004
france,4.87,1.08,1.44,,lectra,1.5,15.83,409,software & computer services (97),3.5,,,15.06,7.24,12.43,208.0,2004
france,0.0,5.84,4.25,,dynaction,1.82,-4.22,410,chemicals (11),4.3,,,15.0,5.79,0.78,259.0,2004
uk,-6.34,4.46,2.84,,yule catto,3.31,-5.83,411,chemicals (11),5.2,,,14.93,1.92,1.84,776.0,2004
uk,-29.46,3.57,3.52,,aviagen,1.52,1.41,412,food producers (43),23.1,,,14.8,7.44,-11.16,199.0,2004
denmark,142.15,10.74,8.5,,carlsberg,23.6,-25.15,413,beverages (41),4.6,,,14.65,0.3,3.93,4838.0,2004
